transaction_id,transaction_date,customer_name,customer_city,product_category,product_name,unit_price,quantity,total_amount,payment_method,delivery_status,merchant_name
TRX-10855,05/04/2025,nanda pratama,Denpeser,Olahraga,Lipstik Wardah,7282212,10,72822120.0,Ewallet,pending,SportMax
TRX-10856,16/06/2025,DEWI LESTARI,Denpasar,Kecantikans,Sepatu Nike,7034297,3,21102891.0,Card,Delivered,TechZone
TRX-10857,13/07/2025,Budi Santoso,,Electronic,Smartwatch,3851250,5,19256250.0,,Returned,HomeEssence
TRX-10858,14/03/2025,nanda pratama,Makassar,Makanan,Laptop Asus,9406169,3,28218507.0,Card,,HomeEssence
TRX-10859,14-06-2025,Ahmad Fauzi,Yogyakarta,Olahragas,Powerbank 10K,4514344,3,13543032.0,Ewallet,Pending,TrendShop
TRX-10860,2025-04-13,Ahmad Fauzi,Mak,Elektroniks,Smartwatch,616088,1,616088.0,E-Wallet,Delivered,PowerCell
TRX-10861,15/06/2025,budi santoso,Surebeye,Kecantican,Laptop Asus,708003,1,800876.3226758003,Kartu Kredit,Pending,PowerCell
TRX-10862,2025-06-15,NANDA PRATAMA,Denpeser,,Headphone JBL,9372004,1,9372004.0,E-Wallet,Canceled,PowerCell
TRX-10863,2025-08-25,andi saputra,yogyakarta,Macanan,Headphone JBL,4084464,5,20422320.0,Kartu Kredit,Pending,TechZone
TRX-10864,09/05/2025,Mega Putri,Medan,Fashion,Laptop Asus,6045134,1,6045134.0,E-Wallet,Canceled,PowerCell
TRX-10865,07-08-2025,SITI AMINAH,Den,Elektroniks,Smartwatch,6258714,1,6258714.0,E-Wallet,pending,GadgetMart
TRX-10866,2025-07-21,AHMAD FAUZI,,Fashion,Headphone JBL,6392057,100,639205700.0,Kartu Kredit,pending,PowerCell
TRX-10867,2025-06-28,SITI AMINAH,Bendung,Rumah Tangga,Kaos Polos,1562760,2,3125520.0,Ewallet,Returned,SportMax
TRX-10868,27/04/2025,ahmad fauzi,Mekesser,Fashion,Kaos Polos,1913236,1,1913236.0,COD,Pending,PowerCell
TRX-10869,2025-05-26,Rudi Hartono,Yog,Makanan,Vacuum Cleaner,500930,15,7513950.0,E-Wallet,Returned,TechZone
TRX-10870,24-05-2025,RUDI HARTONO,bandung,Fashion,Kaos Polos,7996232,15,119943480.0,,Pending,HomeEssence
TRX-10871,08-08-2025,rudi hartono,Yogyakarta,rumah tangga,Laptop Asus,5453252,1,5453252.0,Ewallet,pending,HomeEssence
TRX-10872,05/07/2025,Rudi Hartono,Bendung,Electronic,Laptop Asus,4201785,15,63026775.0,Kartu Kredit,Delivered,BeautyHub
TRX-10873,10/05/2025,Budi Santoso,Meden,Olahraga,Laptop Asus,738725,5,3693625.0,Kartu Kredit,Returned,TechZone
TRX-10874,02-04-2025,andi saputra,Jak,Kecantican,Sepatu Nike,256487,1,256487.0,COD,Canceled,TechZone
TRX-10875,28/03/2025,Andi Saputra,Jak,Fashion,Smartwatch,728841,15,10932615.0,,Delivered,GadgetMart
TRX-10876,14/08/2025,dewi lestari,Sur,Kecantikan,Kaos Polos,3502501,0,0.0,Card,delivered,SportMax
TRX-10877,17/03/2025,ahmad fauzi,Yog,Rumah Tangga,Laptop Asus,5501973,1,5501973.0,COD,,GadgetMart
TRX-10878,2025-05-04,Budi Santoso,Yogyakarta,elektronik,Laptop Asus,7403172,2,14806344.0,Transfer,,BeautyHub
TRX-10879,2025/03/02,DEWI LESTARI,medan,olahraga,Headphone JBL,588645,15,8829675.0,Kartu Kredit,delivered,HomeEssence
TRX-10880,2025/05/05,ahmad fauzi,Medan,Makanan,Smartwatch,5882801,1,5882801.0,Ewallet,Delivered,TrendShop
TRX-10881,2025/07/03,siti aminah,Jakarta,aksesoris,Vacuum Cleaner,6600091,10,66000910.0,Ewallet,delivered,TechZone
TRX-10882,15/08/2025,NANDA PRATAMA,Meden,Macanan,Laptop Asus,7420683,100,742068300.0,COD,delivered,TrendShop
TRX-10883,2025-06-07,NANDA PRATAMA,Yog,kecantikan,Lipstik Wardah,5097999,1,5097999.0,Ewallet,Delivered,TrendShop
TRX-10884,02/05/2025,ANDI SAPUTRA,Ban,elektronik,Lipstik Wardah,5041536,5,25207680.0,E-Wallet,Delivered,HomeEssence
TRX-10885,21/03/2025,RUDI HARTONO,Jakarta,Rumah Tangga,Sepatu Nike,2815331,100,281533100.0,Card,delivered,PowerCell
TRX-10886,05/07/2025,MEGA PUTRI,Sur,Elektronik,Sepatu Nike,2680723,1,2680723.0,E-Wallet,Pending,PowerCell
TRX-10887,2025-07-21,BUDI SANTOSO,Yogyekerte,Rumah Tangga,Laptop Asus,7593159,10,75931590.0,COD,Canceled,PowerCell
TRX-10888,18/05/2025,Mega Putri,medan,Rumah Tanggas,Sepatu Nike,2951717,1,2951717.0,Kartu Kredit,Delivered,GadgetMart
TRX-10889,31/05/2025,Nanda Pratama,denpasar,Fashions,Powerbank 10K,6866525,15,102997875.0,Transfer,Canceled,TrendShop
TRX-10890,15/08/2025,MEGA PUTRI,makassar,elektronik,Kaos Polos,2689929,100,268992900.0,Kartu Kredit,pending,GadgetMart
TRX-10891,2025-06-21,SITI AMINAH,Denpasar,Olahraga,Vacuum Cleaner,7490449,15,112356735.0,Transfer,Delivered,SportMax
TRX-10892,2025-07-09,Siti Aminah,Denpasar,kecantikan,Headphone JBL,5121915,0,0.0,Transfer,Delivered,BeautyHub
TRX-10893,2025/04/11,Budi Santoso,Bendung,Aksesoriss,Powerbank 10K,7432003,1,7432003.0,Kartu Kredit,Pending,TrendShop
TRX-10894,2025-03-06,DEWI LESTARI,Makassar,Elektronik,Kaos Polos,3653110,1,3653110.0,Transfer,delivered,SportMax
TRX-10895,23-03-2025,Siti Aminah,Bandung,Fashions,Vacuum Cleaner,7740840,1,7740840.0,Card,Canceled,TrendShop
TRX-10896,18-08-2025,budi santoso,Bandung,Fashion,Lipstik Wardah,9388770,2,18777540.0,Ewallet,Canceled,TechZone
TRX-10897,2025/04/20,Budi Santoso,makassar,Fashions,Sepatu Nike,1324634,10,13246340.0,Card,Returned,TrendShop
TRX-10898,2025/03/12,dewi lestari,Jak,Macanan,Lipstik Wardah,1278807,10,12788070.0,Card,Delivered,SportMax
TRX-10899,2025-04-10,SITI AMINAH,Ban,Fashions,Smartwatch,7651748,10,76517480.0,Kartu Kredit,Delivered,TechZone
TRX-10900,24-04-2025,Dewi Lestari,Jak,fashion,Vacuum Cleaner,8853208,10,88532080.0,Kartu Kredit,Returned,GadgetMart
TRX-10901,11-04-2025,Ahmad Fauzi,denpasar,Makanans,Smartwatch,9887371,1,9887371.0,Kartu Kredit,delivered,BeautyHub
TRX-10902,12/03/2025,Mega Putri,Mekesser,olahraga,Kaos Polos,8518865,5,42594325.0,Transfer,Pending,SportMax
TRX-10903,2025-05-19,AHMAD FAUZI,medan,Elektronik,Sepatu Nike,7396562,1,7396562.0,COD,Canceled,GadgetMart
TRX-10904,27/03/2025,Mega Putri,bandung,elektronik,Kaos Polos,3852986,10,38529860.0,Card,Pending,GadgetMart
TRX-10905,2025-08-08,mega putri,Jakarta,Rumah Tangga,Smartwatch,2010155,0,0.0,COD,Delivered,TrendShop
TRX-10906,2025/03/08,Siti Aminah,Bandung,Elektroniks,Powerbank 10K,9354991,2,18709982.0,Kartu Kredit,pending,TrendShop
TRX-10907,2025/03/04,nanda pratama,Yog,Makanan,Lipstik Wardah,7429933,3,22289799.0,Transfer,pending,TechZone
TRX-10908,18/06/2025,Siti Aminah,Meden,Rumah Tanggas,Lipstik Wardah,6203973,1,6203973.0,Ewallet,Canceled,HomeEssence
TRX-10909,01/04/2025,Mega Putri,Surabaya,Olahragas,Powerbank 10K,2010584,5,10052920.0,Kartu Kredit,delivered,TechZone
TRX-10910,16/03/2025,Mega Putri,Denpasar,Aksesoriss,Smartwatch,628688,5,3143440.0,Card,Returned,SportMax
TRX-10911,21-03-2025,Siti Aminah,Den,Rumah Tanggas,Laptop Asus,8033372,1,8033372.0,Transfer,Delivered,PowerCell
TRX-10912,2025/03/04,Andi Saputra,surabaya,Olahraga,Kaos Polos,4277995,3,12833985.0,Transfer,,TrendShop
TRX-10913,28/04/2025,Andi Saputra,Surabaya,Olahraga,Smartwatch,8971334,2,14615743.742361221,E-Wallet,Delivered,PowerCell
TRX-10914,2025/03/25,MEGA PUTRI,Ban,Aksesoriss,Sepatu Nike,289968,1,289968.0,Card,pending,TechZone
TRX-10915,2025/03/25,MEGA PUTRI,Makassar,olahraga,Headphone JBL,5554381,2,11108762.0,Kartu Kredit,Returned,BeautyHub
TRX-10916,2025-03-09,Dewi Lestari,Bendung,Elektronik,Laptop Asus,1077557,1,1077557.0,Card,pending,TrendShop
TRX-10917,12/07/2025,ahmad fauzi,denpasar,,Sepatu Nike,7651723,15,114775845.0,Kartu Kredit,Delivered,HomeEssence
TRX-10918,17-07-2025,Rudi Hartono,Makassar,Fashions,Kaos Polos,5738238,15,86073570.0,COD,Canceled,BeautyHub
TRX-10919,2025-07-09,Nanda Pratama,Med,Fashion,Powerbank 10K,3982747,100,428747344.16768897,E-Wallet,Delivered,TechZone
TRX-10920,21/03/2025,nanda pratama,Med,Aksesoriss,Powerbank 10K,7606855,100,760685500.0,Ewallet,Returned,TechZone
TRX-10921,2025/08/08,dewi lestari,medan,Macanan,Sepatu Nike,6891300,1,6891300.0,Card,Returned,BeautyHub
TRX-10922,27-08-2025,DEWI LESTARI,Jakarta,rumah tangga,Headphone JBL,1274744,1,1274744.0,Transfer,Canceled,GadgetMart
TRX-10923,22/08/2025,Mega Putri,Bendung,Aksesoriss,Kaos Polos,2181018,15,32715270.0,Kartu Kredit,pending,BeautyHub
TRX-10924,23-03-2025,Budi Santoso,Bandung,Makanans,Laptop Asus,3539429,0,0.0,Transfer,Canceled,PowerCell
TRX-10925,08-05-2025,RUDI HARTONO,Yogyekerte,Electronic,Smartwatch,130568860,1,4280968.5084281415,Kartu Kredit,Pending,HomeEssence
TRX-10926,02/04/2025,AHMAD FAUZI,Jekerte,Electronic,Vacuum Cleaner,5482019,1,5482019.0,COD,Delivered,TrendShop
TRX-10927,2025-05-05,mega putri,surabaya,elektronik,Kaos Polos,8562558,5,42812790.0,Transfer,,SportMax
TRX-10928,26-07-2025,MEGA PUTRI,Ban,Fashion,Kaos Polos,2700235,0,0.0,Kartu Kredit,Canceled,SportMax
TRX-10929,2025/05/26,Siti Aminah,Surebeye,Makanans,Powerbank 10K,9743374,1,9743374.0,Kartu Kredit,Canceled,HomeEssence
TRX-10930,04-03-2025,ANDI SAPUTRA,denpasar,elektronik,Sepatu Nike,4070120,3,12210360.0,Card,pending,SportMax
TRX-10931,2025/07/21,Andi Saputra,medan,Macanan,Kaos Polos,7381006,2,14762012.0,Card,Returned,PowerCell
TRX-10932,2025-04-26,Nanda Pratama,Yogyekerte,Rumah Tangga,Headphone JBL,8881924,1,8881924.0,COD,Returned,HomeEssence
TRX-10933,20/07/2025,Mega Putri,surabaya,Fashion,Sepatu Nike,5479219,0,0.0,Transfer,Canceled,PowerCell
TRX-10934,2025-04-08,NANDA PRATAMA,Meden,Macanan,Sepatu Nike,2198091,1,2198091.0,Kartu Kredit,delivered,SportMax
TRX-10935,2025/06/23,Budi Santoso,Meden,kecantikan,Powerbank 10K,4108848,3,12326544.0,Kartu Kredit,Canceled,SportMax
TRX-10936,29-07-2025,DEWI LESTARI,Makassar,Elektronik,Kaos Polos,4827402,1,4827402.0,Ewallet,Returned,TechZone
TRX-10937,28-06-2025,BUDI SANTOSO,Medan,Rumah Tangga,Vacuum Cleaner,2612605,3,7837815.0,Kartu Kredit,delivered,GadgetMart
TRX-10938,2025-07-20,rudi hartono,Jak,Aksesoriss,Vacuum Cleaner,5557683,2,11115366.0,Card,pending,SportMax
TRX-10939,11-05-2025,andi saputra,denpasar,Olahraga,Lipstik Wardah,6467954,1,6467954.0,E-Wallet,,SportMax
TRX-10940,30-03-2025,Rudi Hartono,Medan,Elektronik,Powerbank 10K,6806350,1,6806350.0,Ewallet,pending,BeautyHub
TRX-10941,2025/06/21,Ahmad Fauzi,Mekesser,Fashions,Laptop Asus,7020199,100,702019900.0,Kartu Kredit,Delivered,SportMax
TRX-10942,10-06-2025,SITI AMINAH,medan,Macanan,Powerbank 10K,2872136,1,2872136.0,Transfer,pending,SportMax
TRX-10943,18/06/2025,BUDI SANTOSO,Mekesser,Acsesoris,Powerbank 10K,2686722,1,2686722.0,,Delivered,TechZone
TRX-10944,2025-08-17,Mega Putri,yogyakarta,,Vacuum Cleaner,464994,15,8608218.842158247,Kartu Kredit,pending,HomeEssence
TRX-10945,2025/03/28,Siti Aminah,yogyakarta,kecantikan,Laptop Asus,5762044,5,28810220.0,Kartu Kredit,Canceled,HomeEssence
TRX-10946,2025-05-02,Dewi Lestari,Bandung,Rumah Tangga,Kaos Polos,2588568,5,12942840.0,Ewallet,Delivered,TechZone
TRX-10947,29/06/2025,dewi lestari,Bandung,Elektroniks,Sepatu Nike,1214795,1,1214795.0,COD,Returned,TechZone
TRX-10948,22-08-2025,andi saputra,Jekerte,Rumah Tangga,Laptop Asus,2727747,10,27277470.0,Kartu Kredit,Canceled,HomeEssence
TRX-10949,13-08-2025,Siti Aminah,Surabaya,Fashion,Kaos Polos,7076492,1,7076492.0,E-Wallet,Returned,BeautyHub
TRX-10950,2025-08-15,SITI AMINAH,Yog,elektronik,Headphone JBL,6909216,15,103638240.0,,delivered,SportMax
TRX-10951,03/05/2025,rudi hartono,jakarta,Electronic,Powerbank 10K,3333616,10,33336160.0,Card,pending,TrendShop
TRX-10952,2025/04/21,dewi lestari,Bandung,Kecantican,Smartwatch,2128808,2,4257616.0,Kartu Kredit,Returned,BeautyHub
TRX-10953,17-05-2025,rudi hartono,bandung,Rumah Tangga,Vacuum Cleaner,4369453,15,65541795.0,Ewallet,Canceled,TrendShop
TRX-10954,07/05/2025,nanda pratama,Meden,Olahraga,Sepatu Nike,9668395,10,96683950.0,Ewallet,Returned,GadgetMart
TRX-10955,02/03/2025,ahmad fauzi,Yogyakarta,makanan,Headphone JBL,9855436,3,29566308.0,E-Wallet,delivered,GadgetMart
TRX-10956,2025/08/16,ahmad fauzi,Jakarta,Fashion,Vacuum Cleaner,3258823,5,16294115.0,E-Wallet,Pending,TechZone
TRX-10957,16/03/2025,ahmad fauzi,Ban,Elektronik,Sepatu Nike,5328172,0,0.0,Card,Canceled,TrendShop
TRX-10958,23-08-2025,Ahmad Fauzi,Makassar,Macanan,Laptop Asus,3381106,1,3381106.0,Transfer,delivered,PowerCell
TRX-10959,2025-07-27,MEGA PUTRI,Denpeser,Kecantican,Laptop Asus,4950164,1,4950164.0,Kartu Kredit,Returned,TechZone
TRX-10960,2025/06/09,Mega Putri,Jekerte,Fashion,Vacuum Cleaner,5729042,0,0.0,Transfer,Canceled,TechZone
TRX-10961,2025-07-15,nanda pratama,Bendung,Elektronik,Sepatu Nike,5339283,1,5339283.0,Transfer,Returned,TechZone
TRX-10962,04-05-2025,dewi lestari,Sur,Makanan,Sepatu Nike,7370583,5,36852915.0,Transfer,Returned,PowerCell
TRX-10963,22-08-2025,NANDA PRATAMA,Jak,Olahraga,Headphone JBL,805111,3,2415333.0,Transfer,Pending,TechZone
TRX-10964,2025/05/15,Mega Putri,Bandung,Fashion,Headphone JBL,1949054,15,29235810.0,Transfer,Canceled,SportMax
TRX-10965,2025-07-25,Budi Santoso,Surabaya,Kecantican,Vacuum Cleaner,8203113,1,8203113.0,COD,Pending,BeautyHub
TRX-10966,01-06-2025,Budi Santoso,surabaya,Aksesoriss,Smartwatch,7011383,2,14022766.0,,delivered,TrendShop
TRX-10967,20-04-2025,nanda pratama,Surebeye,Fashion,Lipstik Wardah,8010339,15,120155085.0,Card,,PowerCell
TRX-10968,04/08/2025,RUDI HARTONO,Jakarta,,Laptop Asus,2820742,5,10100166.962749565,Kartu Kredit,,GadgetMart
TRX-10969,2025-05-31,Ahmad Fauzi,Den,Acsesoris,Smartwatch,7346405,1,7346405.0,Ewallet,Delivered,TrendShop
TRX-10970,25/05/2025,ahmad fauzi,medan,Aksesoriss,Laptop Asus,4159803,1,3839889.120864535,Card,Canceled,SportMax
TRX-10971,2025-08-09,siti aminah,Jakarta,Fashion,Smartwatch,1084586,5,5422930.0,Transfer,Returned,HomeEssence
TRX-10972,13-06-2025,ahmad fauzi,Jakarta,Kecantikans,Laptop Asus,5597094,3,16791282.0,Ewallet,Returned,BeautyHub
TRX-10973,2025/03/06,andi saputra,Sur,Elektronik,Vacuum Cleaner,3722277,15,55834155.0,Kartu Kredit,Pending,PowerCell
TRX-10974,23/07/2025,Mega Putri,Mak,Olahragas,Vacuum Cleaner,3071372,3,9214116.0,Transfer,pending,TrendShop
TRX-10975,2025-03-27,Rudi Hartono,Jakarta,Olahraga,Laptop Asus,50427560,100,151542883.91804802,COD,delivered,HomeEssence
TRX-10976,01-06-2025,mega putri,jakarta,Rumah Tangga,Smartwatch,1403324,0,0.0,COD,Canceled,HomeEssence
TRX-10977,2025/06/07,DEWI LESTARI,Jakarta,Fashions,Lipstik Wardah,3422455,1,3422455.0,Card,Pending,TrendShop
TRX-10978,2025/08/23,Budi Santoso,Ban,makanan,Headphone JBL,7060131,10,70601310.0,Kartu Kredit,Canceled,TechZone
TRX-10979,24/08/2025,Dewi Lestari,Bandung,Olahraga,Smartwatch,4120028,3,12360084.0,Kartu Kredit,Pending,GadgetMart
TRX-10980,2025-04-18,Andi Saputra,Mak,aksesoris,Powerbank 10K,1419277,10,14192770.0,Transfer,Delivered,PowerCell
TRX-10981,2025/04/12,nanda pratama,Yog,Olahraga,Smartwatch,799971,0,0.0,Kartu Kredit,Delivered,SportMax
TRX-10982,2025/05/29,DEWI LESTARI,Surebeye,Electronic,Headphone JBL,8272502,2,16545004.0,Kartu Kredit,Pending,HomeEssence
TRX-10983,24/08/2025,ahmad fauzi,jakarta,Olahragas,Sepatu Nike,4125837,100,412583700.0,Transfer,Pending,GadgetMart
TRX-10984,2025-06-15,DEWI LESTARI,Yogyekerte,olahraga,Lipstik Wardah,6144645,15,92169675.0,E-Wallet,Canceled,GadgetMart
TRX-10985,09-03-2025,dewi lestari,Bandung,Olahraga,Kaos Polos,1235111,2,2470222.0,Kartu Kredit,delivered,SportMax
TRX-10986,2025/04/18,Dewi Lestari,Jekerte,rumah tangga,Smartwatch,7782752,10,77827520.0,Ewallet,,BeautyHub
TRX-10987,21/03/2025,dewi lestari,Surabaya,Acsesoris,Headphone JBL,6377090,5,31885450.0,COD,Canceled,SportMax
TRX-10988,2025-04-10,andi saputra,Surabaya,Macanan,Headphone JBL,5887196,1,3754375.4768694886,E-Wallet,delivered,HomeEssence
TRX-10989,17/07/2025,BUDI SANTOSO,surabaya,rumah tangga,Vacuum Cleaner,5607805,0,0.0,Transfer,Canceled,TrendShop
TRX-10990,2025-08-15,nanda pratama,Bendung,Makanans,Kaos Polos,3764379,10,37643790.0,E-Wallet,delivered,PowerCell
TRX-10991,17/06/2025,MEGA PUTRI,surabaya,rumah tangga,Lipstik Wardah,3395647,0,0.0,Ewallet,Pending,PowerCell
TRX-10992,2025/04/14,budi santoso,Mekesser,olahraga,Vacuum Cleaner,8362934,100,836293400.0,Kartu Kredit,Delivered,TrendShop
TRX-10993,08-03-2025,AHMAD FAUZI,Yog,Macanan,Vacuum Cleaner,9085949,5,45429745.0,Kartu Kredit,Returned,TechZone
TRX-10994,2025-08-05,Mega Putri,denpasar,Olahraga,Laptop Asus,6331646,5,31658230.0,E-Wallet,,BeautyHub
TRX-10995,2025/08/24,andi saputra,Bendung,Rumah Tangga,Smartwatch,9640446,1,9640446.0,Ewallet,,SportMax
TRX-10996,2025-05-21,Budi Santoso,Surabaya,Kecantikan,Lipstik Wardah,5231377,1,5231377.0,Card,Canceled,SportMax
TRX-10997,2025-08-08,BUDI SANTOSO,Makassar,rumah tangga,Powerbank 10K,8062369,2,16124738.0,Kartu Kredit,Pending,TrendShop
TRX-10998,25/07/2025,DEWI LESTARI,Surabaya,Aksesoriss,Laptop Asus,4254955,10,42549550.0,Transfer,Pending,BeautyHub
TRX-10999,2025-05-23,Budi Santoso,Bandung,Makanan,Smartwatch,8140736,0,0.0,Transfer,Canceled,GadgetMart
TRX-11000,15-05-2025,Siti Aminah,Den,Aksesoriss,Kaos Polos,8876233,1,8876233.0,Card,Delivered,TrendShop
TRX-11001,21/07/2025,Rudi Hartono,,,Lipstik Wardah,1422070,1,1422070.0,Transfer,delivered,GadgetMart
TRX-11002,2025/03/29,dewi lestari,Medan,Makanans,Vacuum Cleaner,8291353,1,8291353.0,E-Wallet,Returned,TechZone
TRX-11003,20-04-2025,ANDI SAPUTRA,Surabaya,Rumah Tanggas,Headphone JBL,4500252,100,450025200.0,E-Wallet,Pending,GadgetMart
TRX-11004,20-07-2025,Dewi Lestari,Ban,olahraga,Sepatu Nike,9295234,3,27885702.0,Ewallet,Returned,BeautyHub
TRX-11005,2025-06-29,SITI AMINAH,Ban,Rumah Tangga,Smartwatch,8544630,1,8544630.0,COD,Canceled,SportMax
TRX-11006,2025/05/23,Mega Putri,Denpeser,Makanans,Powerbank 10K,5025045,2,10050090.0,Ewallet,pending,BeautyHub
TRX-11007,2025/03/02,SITI AMINAH,Sur,Olahragas,Kaos Polos,211445,1,285880.233750107,COD,Pending,TechZone
TRX-11008,2025-07-22,NANDA PRATAMA,Med,aksesoris,Laptop Asus,6544503,1,6544503.0,COD,pending,GadgetMart
TRX-11009,20-05-2025,Budi Santoso,Mak,Elektronik,Kaos Polos,734029,1,734029.0,E-Wallet,delivered,HomeEssence
TRX-11010,2025-05-04,siti aminah,Jekerte,makanan,Laptop Asus,4049694,100,404969400.0,Kartu Kredit,Returned,HomeEssence
TRX-11011,2025/06/09,Rudi Hartono,yogyakarta,makanan,Kaos Polos,8251428,0,0.0,Card,pending,TechZone
TRX-11012,05/07/2025,Andi Saputra,Jak,Aksesoriss,Kaos Polos,7626472,5,38132360.0,Card,pending,HomeEssence
TRX-11013,30-07-2025,Rudi Hartono,Mekesser,Olahraga,Sepatu Nike,4251765,2,8503530.0,Ewallet,Pending,SportMax
TRX-11014,2025-06-15,nanda pratama,Yogyekerte,Aksesoris,Kaos Polos,1096161,1,1096161.0,Ewallet,Canceled,TechZone
TRX-11015,2025-06-07,Nanda Pratama,Jak,elektronik,Lipstik Wardah,8398022,15,125970330.0,E-Wallet,Returned,HomeEssence
TRX-11016,2025/06/30,Budi Santoso,Surabaya,olahraga,Lipstik Wardah,1947501,1,1947501.0,Transfer,delivered,HomeEssence
TRX-11017,2025-04-01,nanda pratama,Yogyakarta,Electronic,Vacuum Cleaner,9111826,1,9111826.0,E-Wallet,Delivered,TrendShop
TRX-11018,03/08/2025,AHMAD FAUZI,jakarta,Makanan,Headphone JBL,4952059,15,74280885.0,Transfer,Returned,BeautyHub
TRX-11019,2025-05-02,Nanda Pratama,,Elektronik,Smartwatch,5278566,10,52785660.0,Card,Canceled,GadgetMart
TRX-11020,14-05-2025,Dewi Lestari,Jakarta,elektronik,Vacuum Cleaner,769407,100,76940700.0,Card,Delivered,BeautyHub
TRX-11021,26-04-2025,andi saputra,Denpeser,rumah tangga,Vacuum Cleaner,378821,1,378821.0,Ewallet,Pending,TechZone
TRX-11022,02-07-2025,BUDI SANTOSO,Sur,Fashion,Vacuum Cleaner,3937008,10,39370080.0,COD,Pending,TechZone
TRX-11023,2025-08-14,rudi hartono,Yogyakarta,Aksesoris,Laptop Asus,6775275,2,13550550.0,Transfer,Delivered,TrendShop
TRX-11024,07-03-2025,siti aminah,Jak,kecantikan,Lipstik Wardah,8507411,2,17014822.0,Kartu Kredit,Returned,HomeEssence
TRX-11025,2025-04-25,Budi Santoso,surabaya,Macanan,Laptop Asus,857744,0,0.0,E-Wallet,Canceled,SportMax
TRX-11026,2025/04/16,RUDI HARTONO,Sur,Rumah Tangga,Headphone JBL,9138147,1,9138147.0,Kartu Kredit,pending,BeautyHub
TRX-11027,04-08-2025,Dewi Lestari,bandung,aksesoris,Lipstik Wardah,6983705,1,6983705.0,COD,Delivered,PowerCell
TRX-11028,10/08/2025,Andi Saputra,Yogyekerte,Rumah Tanggas,Kaos Polos,3315962,0,0.0,E-Wallet,,BeautyHub
TRX-11029,21-06-2025,Dewi Lestari,Jak,Aksesoriss,Smartwatch,5802613,2,10242635.30294287,,Delivered,TrendShop
TRX-11030,14/07/2025,Mega Putri,Yogyekerte,Olahraga,Lipstik Wardah,5687025,1,7182691.596115739,Transfer,delivered,SportMax
TRX-11031,2025/05/04,DEWI LESTARI,Bandung,,Vacuum Cleaner,3375315,0,0.0,Card,Delivered,SportMax
TRX-11032,2025-06-17,MEGA PUTRI,Yog,Aksesoriss,Vacuum Cleaner,5267092,10,52670920.0,Ewallet,delivered,PowerCell
TRX-11033,27/05/2025,mega putri,yogyakarta,Fashion,Lipstik Wardah,6702346,1,6702346.0,E-Wallet,Delivered,TrendShop
TRX-11034,2025/05/14,AHMAD FAUZI,Medan,Olahraga,Sepatu Nike,6038099,100,603809900.0,E-Wallet,pending,SportMax
TRX-11035,2025-08-02,budi santoso,Mak,Acsesoris,Powerbank 10K,7921917,3,23765751.0,Transfer,Returned,TechZone
TRX-11036,15-06-2025,andi saputra,medan,Makanan,Kaos Polos,5496079,100,549607900.0,Ewallet,delivered,PowerCell
TRX-11037,2025-04-20,Nanda Pratama,Sur,Kecantikans,Powerbank 10K,3083349,2,6166698.0,COD,Pending,SportMax
TRX-11038,2025-03-30,Rudi Hartono,Yogyakarta,Fashions,Sepatu Nike,4952825,2,12058719.269317515,Transfer,pending,PowerCell
TRX-11039,2025/06/30,ANDI SAPUTRA,Den,Olahraga,Laptop Asus,6349492,1,6349492.0,Transfer,,GadgetMart
TRX-11040,2025-05-26,Budi Santoso,Ban,Olahraga,Vacuum Cleaner,5978643,1,5539065.247945281,E-Wallet,Pending,TechZone
TRX-11041,2025/06/21,ahmad fauzi,,Macanan,Headphone JBL,9774700,1,9774700.0,Transfer,Canceled,TrendShop
TRX-11042,2025-07-23,BUDI SANTOSO,Ban,Olahraga,Laptop Asus,8606255,3,25818765.0,Ewallet,Delivered,HomeEssence
TRX-11043,07/05/2025,MEGA PUTRI,Jakarta,Fashions,Kaos Polos,7786484,15,116797260.0,Ewallet,Delivered,BeautyHub
TRX-11044,18-04-2025,nanda pratama,surabaya,Acsesoris,Laptop Asus,4377308,1,4377308.0,E-Wallet,Pending,GadgetMart
TRX-11045,2025/06/17,BUDI SANTOSO,,Rumah Tanggas,Sepatu Nike,836261,2,1773637.8784322124,Transfer,Canceled,HomeEssence
TRX-11046,01-07-2025,rudi hartono,Denpeser,fashion,Laptop Asus,3129042,100,312904200.0,Kartu Kredit,pending,BeautyHub
TRX-11047,06/06/2025,dewi lestari,Sur,Elektronik,Vacuum Cleaner,6588655,1,6588655.0,COD,delivered,GadgetMart
TRX-11048,24/05/2025,siti aminah,jakarta,,Lipstik Wardah,6948046,2,13896092.0,Card,,HomeEssence
TRX-11049,2025-04-13,Siti Aminah,Denpeser,elektronik,Kaos Polos,8033939,1,8033939.0,Ewallet,Returned,GadgetMart
TRX-11050,2025/07/07,siti aminah,yogyakarta,,Kaos Polos,4143886,10,41438860.0,E-Wallet,delivered,BeautyHub
TRX-11051,2025-07-03,Andi Saputra,Yog,Makanans,Smartwatch,9000668,1,9000668.0,Kartu Kredit,Canceled,SportMax
TRX-11052,17-07-2025,SITI AMINAH,Bandung,Fashion,Sepatu Nike,1242931,1,1242931.0,Kartu Kredit,Returned,PowerCell
TRX-11053,17-03-2025,SITI AMINAH,Yog,Aksesoris,Laptop Asus,921522,1,921522.0,E-Wallet,Delivered,BeautyHub
TRX-11054,12-06-2025,dewi lestari,Med,aksesoris,Powerbank 10K,6940709,15,150445349.93947816,Card,Pending,GadgetMart
